Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
8/11/2010;15:04:00;2.172;0.058;236.330;9.800;27.000;0.000;1.000
8/11/2010;15:05:00;2.580;0.064;235.840;10.800;37.000;0.000;0.000
8/11/2010;15:06:00;2.560;0.066;234.990;10.800;37.000;0.000;1.000
8/11/2010;15:07:00;2.550;0.066;234.640;10.800;36.000;0.000;1.000
8/11/2010;15:08:00;2.572;0.064;235.410;10.800;37.000;0.000;0.000
8/11/2010;15:09:00;2.568;0.064;235.440;10.800;36.000;0.000;1.000
8/11/2010;15:10:00;2.552;0.066;234.720;10.800;37.000;0.000;0.000
8/11/2010;15:11:00;2.572;0.064;235.710;10.800;36.000;0.000;1.000
8/11/2010;15:12:00;2.610;0.060;237.280;11.000;37.000;0.000;1.000
8/11/2010;15:13:00;2.594;0.062;236.790;10.800;37.000;0.000;0.000
8/11/2010;15:14:00;2.584;0.062;236.930;10.800;37.000;0.000;1.000
8/11/2010;15:15:00;2.592;0.062;237.260;10.800;37.000;0.000;1.000
8/11/2010;15:16:00;2.598;0.060;237.660;10.800;38.000;0.000;0.000
8/11/2010;15:17:00;2.592;0.060;237.640;10.800;37.000;0.000;1.000
8/11/2010;15:18:00;1.150;0.048;239.500;6.400;16.000;0.000;0.000
8/11/2010;15:19:00;0.378;0.000;240.520;1.600;0.000;0.000;1.000
8/11/2010;15:20:00;0.412;0.000;240.700;1.800;0.000;0.000;1.000
8/11/2010;15:21:00;0.462;0.068;240.530;2.000;0.000;0.000;0.000
8/11/2010;15:22:00;0.546;0.168;239.640;2.400;0.000;0.000;1.000
8/11/2010;15:23:00;0.574;0.194;240.060;2.400;0.000;0.000;1.000
8/11/2010;15:24:00;0.564;0.190;240.280;2.400;0.000;0.000;0.000
8/11/2010;15:25:00;0.556;0.184;239.040;2.400;0.000;0.000;1.000
8/11/2010;15:26:00;0.550;0.184;239.180;2.400;0.000;0.000;0.000
8/11/2010;15:27:00;0.546;0.186;239.660;2.400;0.000;0.000;1.000
8/11/2010;15:28:00;0.544;0.186;239.990;2.400;0.000;0.000;1.000
8/11/2010;15:29:00;0.492;0.112;240.260;2.000;0.000;0.000;0.000
8/11/2010;15:30:00;0.474;0.086;240.640;2.000;0.000;0.000;1.000
8/11/2010;15:31:00;0.472;0.086;240.390;2.000;0.000;0.000;1.000
8/11/2010;15:32:00;0.468;0.082;239.460;2.000;0.000;0.000;0.000
8/11/2010;15:33:00;0.468;0.080;239.200;2.000;0.000;0.000;1.000
8/11/2010;15:34:00;0.468;0.082;239.430;2.000;0.000;0.000;1.000
8/11/2010;15:35:00;0.464;0.078;238.090;2.000;0.000;0.000;0.000
8/11/2010;15:36:00;0.460;0.074;236.890;2.000;0.000;0.000;1.000
8/11/2010;15:37:00;0.464;0.078;238.030;2.000;0.000;0.000;0.000
8/11/2010;15:38:00;0.420;0.000;238.210;1.800;0.000;0.000;1.000
8/11/2010;15:39:00;0.374;0.048;238.870;1.600;0.000;0.000;1.000
8/11/2010;15:40:00;0.376;0.048;238.970;1.600;0.000;0.000;0.000
8/11/2010;15:41:00;0.376;0.048;239.470;1.600;0.000;0.000;1.000
8/11/2010;15:42:00;0.378;0.046;240.210;1.600;0.000;0.000;1.000
8/11/2010;15:43:00;0.378;0.000;240.620;1.600;0.000;0.000;0.000
8/11/2010;15:44:00;0.376;0.048;239.530;1.600;0.000;0.000;1.000
8/11/2010;15:45:00;0.376;0.048;239.490;1.600;0.000;0.000;0.000
8/11/2010;15:46:00;0.374;0.048;239.080;1.600;0.000;0.000;1.000
8/11/2010;15:47:00;0.376;0.046;239.880;1.600;0.000;0.000;1.000
8/11/2010;15:48:00;0.376;0.048;240.010;1.600;0.000;0.000;0.000
8/11/2010;15:49:00;0.376;0.046;239.750;1.600;0.000;0.000;1.000
8/11/2010;15:50:00;0.376;0.048;239.600;1.600;0.000;0.000;1.000
8/11/2010;15:51:00;0.376;0.048;239.570;1.600;0.000;0.000;0.000
8/11/2010;15:52:00;0.386;0.000;239.540;1.600;0.000;0.000;1.000
8/11/2010;15:53:00;0.404;0.000;238.980;1.600;0.000;0.000;0.000
8/11/2010;15:54:00;0.374;0.048;238.670;1.600;0.000;0.000;1.000
8/11/2010;15:55:00;0.372;0.050;238.100;1.600;0.000;0.000;1.000
8/11/2010;15:56:00;0.370;0.050;237.830;1.600;0.000;0.000;0.000
8/11/2010;15:57:00;0.374;0.048;239.100;1.600;0.000;0.000;1.000
8/11/2010;15:58:00;0.440;0.000;239.520;2.000;0.000;0.000;1.000
8/11/2010;15:59:00;0.480;0.078;238.210;2.000;0.000;0.000;0.000
8/11/2010;16:00:00;0.478;0.078;238.410;2.000;0.000;0.000;1.000
8/11/2010;16:01:00;0.478;0.082;239.070;2.000;0.000;0.000;1.000
8/11/2010;16:02:00;0.472;0.078;238.230;2.000;0.000;0.000;0.000
8/11/2010;16:03:00;0.472;0.080;238.550;2.000;0.000;0.000;1.000
8/11/2010;16:04:00;0.536;0.146;238.040;2.400;0.000;0.000;0.000
8/11/2010;16:05:00;0.542;0.178;237.870;2.400;0.000;0.000;1.000
8/11/2010;16:06:00;0.542;0.180;238.080;2.400;0.000;0.000;1.000
8/11/2010;16:07:00;0.540;0.178;238.080;2.400;0.000;0.000;0.000
8/11/2010;16:08:00;0.548;0.178;238.120;2.400;0.000;0.000;1.000
8/11/2010;16:09:00;0.546;0.176;237.650;2.400;0.000;0.000;1.000
8/11/2010;16:10:00;0.548;0.178;237.800;2.400;0.000;0.000;0.000
8/11/2010;16:11:00;0.534;0.176;237.360;2.400;0.000;0.000;1.000
8/11/2010;16:12:00;0.524;0.164;236.390;2.200;0.000;0.000;0.000
8/11/2010;16:13:00;0.462;0.074;237.010;2.000;0.000;0.000;1.000
8/11/2010;16:14:00;0.402;0.000;238.020;1.800;0.000;0.000;1.000
8/11/2010;16:15:00;0.372;0.050;237.780;1.600;0.000;0.000;0.000
8/11/2010;16:16:00;0.370;0.050;237.330;1.600;0.000;0.000;1.000
8/11/2010;16:17:00;0.370;0.050;237.210;1.600;0.000;0.000;0.000
8/11/2010;16:18:00;0.372;0.050;237.750;1.600;0.000;0.000;1.000
8/11/2010;16:19:00;0.374;0.048;238.110;1.600;0.000;0.000;1.000
8/11/2010;16:20:00;0.376;0.048;238.300;1.600;0.000;0.000;0.000
8/11/2010;16:21:00;0.376;0.048;238.720;1.600;0.000;0.000;1.000
8/11/2010;16:22:00;0.378;0.046;239.820;1.600;0.000;0.000;1.000
8/11/2010;16:23:00;0.384;0.046;239.660;1.600;0.000;0.000;0.000
8/11/2010;16:24:00;0.384;0.046;239.120;1.600;0.000;0.000;1.000
8/11/2010;16:25:00;0.384;0.048;239.040;1.600;0.000;0.000;0.000
8/11/2010;16:26:00;0.382;0.048;238.780;1.600;0.000;0.000;1.000
8/11/2010;16:27:00;0.382;0.046;239.060;1.600;0.000;0.000;1.000
8/11/2010;16:28:00;0.378;0.048;238.190;1.600;0.000;0.000;0.000
8/11/2010;16:29:00;0.372;0.048;238.270;1.600;0.000;0.000;1.000
8/11/2010;16:30:00;0.374;0.046;239.370;1.600;0.000;0.000;1.000
8/11/2010;16:31:00;0.376;0.000;239.900;1.600;0.000;0.000;0.000
8/11/2010;16:32:00;0.376;0.000;240.090;1.600;0.000;0.000;1.000
8/11/2010;16:33:00;0.378;0.000;240.450;1.600;0.000;0.000;1.000
8/11/2010;16:34:00;0.402;0.000;241.130;1.800;0.000;0.000;0.000
8/11/2010;16:35:00;0.486;0.086;240.470;2.000;0.000;0.000;1.000
8/11/2010;16:36:00;0.482;0.084;239.850;2.000;0.000;0.000;0.000
8/11/2010;16:37:00;0.480;0.086;240.230;2.000;0.000;0.000;1.000
8/11/2010;16:38:00;0.484;0.084;239.700;2.000;0.000;0.000;1.000
8/11/2010;16:39:00;0.480;0.082;239.100;2.000;0.000;0.000;0.000
8/11/2010;16:40:00;0.476;0.078;238.010;2.000;0.000;0.000;1.000
8/11/2010;16:41:00;0.474;0.080;238.360;2.000;0.000;0.000;1.000
8/11/2010;16:42:00;0.474;0.080;238.510;2.000;0.000;0.000;0.000
8/11/2010;16:43:00;0.472;0.080;238.350;2.000;0.000;0.000;1.000
8/11/2010;16:44:00;0.474;0.082;239.260;2.000;0.000;0.000;0.000
8/11/2010;16:45:00;0.476;0.086;240.210;2.000;0.000;0.000;1.000
8/11/2010;16:46:00;0.476;0.086;240.590;2.000;0.000;0.000;1.000
8/11/2010;16:47:00;0.472;0.086;241.030;2.000;0.000;0.000;0.000
8/11/2010;16:48:00;0.556;0.176;240.580;2.400;0.000;0.000;1.000
8/11/2010;16:49:00;0.546;0.188;240.590;2.400;0.000;0.000;1.000
8/11/2010;16:50:00;0.488;0.102;240.370;2.000;0.000;0.000;0.000
8/11/2010;16:51:00;0.454;0.056;240.610;1.800;0.000;0.000;1.000
8/11/2010;16:52:00;0.454;0.056;240.870;1.800;0.000;0.000;1.000
8/11/2010;16:53:00;0.460;0.058;240.950;1.800;0.000;0.000;0.000
8/11/2010;16:54:00;0.456;0.056;240.270;1.800;0.000;0.000;1.000
8/11/2010;16:55:00;0.452;0.052;239.220;1.800;0.000;0.000;0.000
8/11/2010;16:56:00;0.412;0.000;239.500;1.800;0.000;0.000;1.000
8/11/2010;16:57:00;0.384;0.046;239.890;1.600;0.000;0.000;1.000
8/11/2010;16:58:00;0.384;0.046;239.730;1.600;0.000;0.000;0.000
8/11/2010;16:59:00;0.382;0.000;240.170;1.600;0.000;0.000;1.000
8/11/2010;17:00:00;0.382;0.046;239.600;1.600;0.000;0.000;1.000
8/11/2010;17:01:00;0.382;0.000;240.120;1.600;0.000;0.000;0.000
8/11/2010;17:02:00;0.382;0.000;240.450;1.600;0.000;0.000;1.000
8/11/2010;17:03:00;0.374;0.046;239.890;1.600;0.000;0.000;1.000
8/11/2010;17:04:00;0.402;0.060;239.820;1.600;0.000;0.000;0.000
8/11/2010;17:05:00;0.436;0.084;239.530;1.800;0.000;0.000;1.000
8/11/2010;17:06:00;0.438;0.084;239.580;1.800;0.000;0.000;0.000
8/11/2010;17:07:00;0.438;0.084;239.100;1.800;0.000;0.000;1.000
8/11/2010;17:08:00;0.442;0.084;239.190;1.800;0.000;0.000;1.000
8/11/2010;17:09:00;0.450;0.086;238.740;2.000;0.000;0.000;0.000
8/11/2010;17:10:00;0.442;0.086;238.180;1.800;0.000;0.000;1.000
8/11/2010;17:11:00;0.532;0.000;237.940;2.200;0.000;0.000;1.000
8/11/2010;17:12:00;0.546;0.000;237.830;2.200;0.000;0.000;0.000
8/11/2010;17:13:00;0.538;0.000;237.580;2.200;0.000;0.000;1.000
8/11/2010;17:14:00;0.534;0.000;237.120;2.200;0.000;0.000;0.000
8/11/2010;17:15:00;0.534;0.000;237.580;2.200;0.000;0.000;1.000
8/11/2010;17:16:00;0.536;0.000;238.120;2.200;0.000;0.000;1.000
8/11/2010;17:17:00;0.536;0.000;238.740;2.200;0.000;0.000;0.000
8/11/2010;17:18:00;0.534;0.046;239.300;2.200;0.000;0.000;1.000
8/11/2010;17:19:00;0.534;0.000;239.020;2.200;0.000;0.000;1.000
8/11/2010;17:20:00;0.532;0.000;238.760;2.200;0.000;0.000;0.000
8/11/2010;17:21:00;0.532;0.000;238.700;2.200;0.000;0.000;1.000
8/11/2010;17:22:00;0.530;0.000;238.610;2.200;0.000;0.000;0.000
8/11/2010;17:23:00;0.536;0.000;238.270;2.200;0.000;0.000;1.000
8/11/2010;17:24:00;0.536;0.000;238.660;2.200;0.000;0.000;1.000
8/11/2010;17:25:00;0.536;0.000;238.530;2.200;0.000;0.000;0.000
8/11/2010;17:26:00;0.524;0.000;238.380;2.200;0.000;0.000;1.000
8/11/2010;17:27:00;0.444;0.084;238.610;1.800;0.000;0.000;1.000
8/11/2010;17:28:00;0.442;0.084;238.600;1.800;0.000;0.000;0.000
8/11/2010;17:29:00;0.468;0.064;239.040;2.000;0.000;0.000;1.000
8/11/2010;17:30:00;0.514;0.000;239.400;2.200;0.000;0.000;0.000
8/11/2010;17:31:00;0.514;0.000;239.330;2.200;0.000;0.000;1.000
8/11/2010;17:32:00;0.510;0.000;237.470;2.200;0.000;0.000;1.000
8/11/2010;17:33:00;0.510;0.000;237.090;2.200;0.000;0.000;0.000
8/11/2010;17:34:00;0.508;0.000;237.420;2.200;0.000;0.000;1.000
8/11/2010;17:35:00;0.506;0.000;237.150;2.200;0.000;0.000;1.000
8/11/2010;17:36:00;0.504;0.000;236.860;2.200;0.000;0.000;0.000
8/11/2010;17:37:00;0.502;0.000;236.870;2.200;0.000;0.000;1.000
8/11/2010;17:38:00;0.450;0.068;236.690;2.000;0.000;0.000;0.000
8/11/2010;17:39:00;0.516;0.090;236.740;2.400;0.000;0.000;1.000
8/11/2010;17:40:00;0.938;0.102;235.820;4.000;0.000;0.000;1.000
8/11/2010;17:41:00;0.954;0.104;236.540;4.000;0.000;0.000;0.000
8/11/2010;17:42:00;0.958;0.106;236.440;4.000;0.000;0.000;1.000
8/11/2010;17:43:00;0.954;0.106;236.130;4.000;0.000;0.000;1.000
8/11/2010;17:44:00;0.948;0.106;236.050;4.000;0.000;0.000;0.000
8/11/2010;17:45:00;0.950;0.106;236.630;4.000;0.000;0.000;1.000
8/11/2010;17:46:00;0.954;0.106;237.160;4.000;0.000;0.000;0.000
8/11/2010;17:47:00;0.956;0.106;237.420;4.000;0.000;0.000;1.000
8/11/2010;17:48:00;1.068;0.000;237.480;4.600;0.000;0.000;1.000
8/11/2010;17:49:00;1.062;0.000;237.240;4.400;0.000;0.000;0.000
8/11/2010;17:50:00;1.056;0.000;237.120;4.400;0.000;0.000;1.000
8/11/2010;17:51:00;1.056;0.000;237.140;4.400;0.000;0.000;1.000
8/11/2010;17:52:00;1.054;0.000;237.220;4.400;0.000;0.000;0.000
8/11/2010;17:53:00;1.056;0.000;236.980;4.400;0.000;0.000;1.000
8/11/2010;17:54:00;1.058;0.000;237.210;4.400;0.000;0.000;0.000
8/11/2010;17:55:00;1.060;0.000;237.590;4.400;0.000;0.000;1.000
8/11/2010;17:56:00;1.060;0.000;238.070;4.400;0.000;0.000;1.000
8/11/2010;17:57:00;1.080;0.000;236.510;4.600;0.000;0.000;0.000
8/11/2010;17:58:00;1.130;0.138;237.070;4.800;0.000;1.000;1.000
8/11/2010;17:59:00;1.122;0.136;236.600;4.800;0.000;1.000;0.000
8/11/2010;18:00:00;1.112;0.132;235.580;4.800;0.000;1.000;1.000
8/11/2010;18:01:00;1.110;0.130;235.180;4.800;0.000;1.000;1.000
8/11/2010;18:02:00;1.116;0.132;235.540;4.800;0.000;2.000;0.000
8/11/2010;18:03:00;1.062;0.054;236.390;4.400;0.000;1.000;1.000
8/11/2010;18:04:00;1.032;0.000;236.720;4.400;0.000;1.000;1.000
8/11/2010;18:05:00;1.030;0.000;236.460;4.400;0.000;2.000;0.000
8/11/2010;18:06:00;1.026;0.000;235.500;4.400;0.000;1.000;1.000
8/11/2010;18:07:00;1.018;0.000;234.210;4.400;0.000;1.000;0.000
8/11/2010;18:08:00;1.022;0.000;234.220;4.400;0.000;2.000;1.000
8/11/2010;18:09:00;1.006;0.000;234.960;4.200;0.000;1.000;1.000
8/11/2010;18:10:00;0.922;0.000;235.620;3.800;0.000;2.000;0.000
8/11/2010;18:11:00;1.028;0.174;235.430;4.400;0.000;1.000;1.000
8/11/2010;18:12:00;1.234;0.182;234.890;5.400;0.000;1.000;0.000
8/11/2010;18:13:00;1.078;0.130;235.280;4.600;0.000;2.000;1.000
8/11/2010;18:14:00;1.048;0.144;235.390;4.400;0.000;1.000;1.000
8/11/2010;18:15:00;1.038;0.148;235.380;4.400;0.000;1.000;0.000
8/11/2010;18:16:00;1.038;0.148;235.440;4.400;0.000;2.000;1.000
8/11/2010;18:17:00;1.012;0.146;234.770;4.400;0.000;1.000;0.000
8/11/2010;18:18:00;1.308;0.274;235.070;5.600;0.000;1.000;1.000
8/11/2010;18:19:00;1.370;0.340;235.230;6.000;0.000;1.000;1.000
8/11/2010;18:20:00;1.366;0.332;235.420;6.000;0.000;2.000;0.000
8/11/2010;18:21:00;1.360;0.326;235.270;5.800;0.000;1.000;1.000
8/11/2010;18:22:00;1.318;0.258;235.620;5.600;0.000;1.000;1.000
8/11/2010;18:23:00;1.288;0.218;235.440;5.400;0.000;1.000;0.000
8/11/2010;18:24:00;1.348;0.270;236.060;5.800;0.000;2.000;1.000
8/11/2010;18:25:00;1.418;0.344;236.220;6.200;0.000;1.000;0.000
8/11/2010;18:26:00;1.420;0.346;236.750;6.200;0.000;1.000;1.000
8/11/2010;18:27:00;1.386;0.336;235.220;6.000;0.000;1.000;1.000
8/11/2010;18:28:00;1.838;0.300;234.960;7.800;0.000;1.000;0.000
8/11/2010;18:29:00;1.820;0.326;234.650;7.800;0.000;2.000;1.000
8/11/2010;18:30:00;1.856;0.316;234.140;8.000;0.000;1.000;0.000
8/11/2010;18:31:00;1.882;0.314;234.410;8.000;0.000;1.000;1.000
8/11/2010;18:32:00;1.858;0.310;233.490;8.000;0.000;1.000;1.000
8/11/2010;18:33:00;1.862;0.312;234.120;8.000;0.000;1.000;0.000
8/11/2010;18:34:00;1.866;0.312;234.350;8.000;0.000;1.000;1.000
8/11/2010;18:35:00;1.860;0.310;233.880;8.000;0.000;2.000;0.000
8/11/2010;18:36:00;1.846;0.308;233.120;8.000;0.000;1.000;1.000
8/11/2010;18:37:00;1.854;0.308;233.620;8.000;0.000;1.000;1.000
8/11/2010;18:38:00;1.848;0.308;233.510;8.000;0.000;1.000;0.000
8/11/2010;18:39:00;2.022;0.298;232.440;8.800;0.000;1.000;1.000
8/11/2010;18:40:00;1.982;0.176;232.110;8.400;0.000;1.000;0.000
8/11/2010;18:41:00;1.976;0.174;231.660;8.400;0.000;1.000;1.000
8/11/2010;18:42:00;1.960;0.174;231.310;8.400;0.000;2.000;1.000
8/11/2010;18:43:00;1.964;0.172;231.150;8.400;0.000;1.000;0.000
8/11/2010;18:44:00;1.982;0.176;232.460;8.400;0.000;1.000;1.000
8/11/2010;18:45:00;1.986;0.178;232.990;8.400;0.000;1.000;0.000
8/11/2010;18:46:00;1.982;0.178;232.880;8.400;0.000;1.000;1.000
8/11/2010;18:47:00;1.988;0.178;232.970;8.400;0.000;1.000;1.000
8/11/2010;18:48:00;1.988;0.178;233.180;8.400;0.000;1.000;0.000
8/11/2010;18:49:00;1.990;0.176;233.100;8.400;0.000;1.000;1.000
8/11/2010;18:50:00;1.996;0.178;233.630;8.400;0.000;2.000;0.000
8/11/2010;18:51:00;1.990;0.178;233.190;8.400;0.000;1.000;1.000
8/11/2010;18:52:00;1.998;0.180;233.720;8.600;0.000;1.000;1.000
8/11/2010;18:53:00;2.002;0.180;233.670;8.600;0.000;1.000;0.000
8/11/2010;18:54:00;1.904;0.062;234.340;8.000;0.000;1.000;1.000
8/11/2010;18:55:00;1.872;0.000;234.350;8.000;0.000;1.000;0.000
8/11/2010;18:56:00;1.926;0.096;232.940;8.200;0.000;1.000;1.000
8/11/2010;18:57:00;1.936;0.122;233.540;8.200;0.000;1.000;1.000
8/11/2010;18:58:00;1.938;0.124;233.690;8.200;0.000;2.000;0.000
8/11/2010;18:59:00;2.430;0.340;232.810;10.600;0.000;1.000;8.000
8/11/2010;19:00:00;2.470;0.348;232.740;10.600;0.000;1.000;10.000
8/11/2010;19:01:00;2.582;0.426;232.450;11.200;0.000;1.000;11.000
8/11/2010;19:02:00;2.712;0.462;231.800;11.800;0.000;1.000;10.000
8/11/2010;19:03:00;2.638;0.464;231.900;11.400;0.000;1.000;11.000
8/11/2010;19:04:00;2.662;0.438;232.360;11.600;0.000;1.000;11.000
8/11/2010;19:05:00;2.668;0.440;232.150;11.600;0.000;1.000;11.000
8/11/2010;19:06:00;2.756;0.542;232.860;12.000;0.000;2.000;10.000
8/11/2010;19:07:00;2.754;0.538;233.070;12.000;0.000;1.000;11.000
8/11/2010;19:08:00;2.408;0.542;233.220;10.600;0.000;1.000;11.000
8/11/2010;19:09:00;2.268;0.534;232.430;10.000;0.000;1.000;11.000
8/11/2010;19:10:00;2.040;0.462;233.070;9.000;0.000;1.000;8.000
8/11/2010;19:11:00;1.766;0.506;234.120;7.800;0.000;1.000;0.000
8/11/2010;19:12:00;1.752;0.482;232.910;7.800;0.000;1.000;1.000
8/11/2010;19:13:00;1.766;0.480;233.660;7.800;0.000;1.000;1.000
8/11/2010;19:14:00;1.746;0.368;234.310;7.600;0.000;1.000;0.000
8/11/2010;19:15:00;1.834;0.308;233.630;7.800;0.000;2.000;1.000
8/11/2010;19:16:00;1.724;0.260;233.200;7.400;0.000;1.000;0.000
8/11/2010;19:17:00;1.756;0.182;233.400;7.400;0.000;1.000;1.000
8/11/2010;19:18:00;1.798;0.210;232.680;7.800;0.000;1.000;0.000
8/11/2010;19:19:00;3.088;0.388;230.590;13.600;0.000;1.000;1.000
8/11/2010;19:20:00;1.878;0.240;231.570;8.800;0.000;1.000;1.000
8/11/2010;19:21:00;1.398;0.188;232.650;6.000;0.000;1.000;0.000
8/11/2010;19:22:00;1.400;0.188;232.700;6.000;0.000;1.000;1.000
8/11/2010;19:23:00;1.400;0.188;232.070;6.000;0.000;1.000;0.000
8/11/2010;19:24:00;1.320;0.120;231.750;5.600;0.000;2.000;1.000
8/11/2010;19:25:00;1.234;0.000;232.180;5.200;0.000;1.000;1.000
8/11/2010;19:26:00;1.254;0.000;232.120;5.400;0.000;1.000;0.000
8/11/2010;19:27:00;1.236;0.000;232.810;5.200;0.000;1.000;1.000
8/11/2010;19:28:00;1.236;0.000;233.590;5.200;0.000;1.000;0.000
8/11/2010;19:29:00;1.244;0.000;234.670;5.200;0.000;1.000;1.000
8/11/2010;19:30:00;1.274;0.000;234.250;5.400;0.000;1.000;1.000
8/11/2010;19:31:00;1.248;0.000;234.740;5.200;0.000;1.000;0.000
8/11/2010;19:32:00;1.248;0.000;234.630;5.200;0.000;1.000;1.000
8/11/2010;19:33:00;1.242;0.000;234.400;5.200;0.000;1.000;0.000
8/11/2010;19:34:00;1.250;0.048;235.430;5.200;0.000;2.000;1.000
8/11/2010;19:35:00;1.250;0.046;235.360;5.200;0.000;1.000;1.000
8/11/2010;19:36:00;1.334;0.140;235.320;5.600;0.000;1.000;0.000
8/11/2010;19:37:00;1.382;0.202;236.800;5.800;0.000;1.000;1.000
8/11/2010;19:38:00;1.444;0.280;236.910;6.200;0.000;1.000;0.000
8/11/2010;19:39:00;1.428;0.272;235.640;6.200;0.000;1.000;1.000
8/11/2010;19:40:00;1.844;0.258;234.710;7.800;0.000;1.000;1.000
8/11/2010;19:41:00;2.066;0.258;235.470;8.800;0.000;1.000;0.000
8/11/2010;19:42:00;2.094;0.262;236.290;8.800;0.000;1.000;1.000
8/11/2010;19:43:00;2.176;0.260;236.120;9.200;0.000;2.000;1.000
8/11/2010;19:44:00;2.170;0.260;236.280;9.200;0.000;1.000;0.000
8/11/2010;19:45:00;2.172;0.264;236.680;9.200;0.000;1.000;1.000
8/11/2010;19:46:00;2.182;0.268;237.440;9.200;0.000;1.000;0.000
8/11/2010;19:47:00;2.150;0.222;237.280;9.000;0.000;1.000;1.000
8/11/2010;19:48:00;2.110;0.168;237.340;8.800;0.000;1.000;1.000
8/11/2010;19:49:00;2.112;0.186;237.530;8.800;0.000;1.000;0.000
8/11/2010;19:50:00;2.662;0.200;237.020;11.400;0.000;1.000;8.000
8/11/2010;19:51:00;3.154;0.190;235.680;13.400;0.000;1.000;19.000
8/11/2010;19:52:00;3.076;0.198;236.740;13.000;0.000;2.000;18.000
8/11/2010;19:53:00;3.060;0.196;236.320;13.000;0.000;1.000;18.000
8/11/2010;19:54:00;3.026;0.170;235.600;12.800;0.000;1.000;18.000
8/11/2010;19:55:00;2.928;0.000;235.650;12.400;0.000;1.000;18.000
8/11/2010;19:56:00;2.916;0.000;235.710;12.200;0.000;1.000;18.000
8/11/2010;19:57:00;4.272;0.000;233.500;19.200;0.000;1.000;17.000
8/11/2010;19:58:00;5.510;0.000;232.960;23.600;0.000;1.000;17.000
8/11/2010;19:59:00;5.458;0.066;232.440;23.400;0.000;0.000;18.000
8/11/2010;20:00:00;5.254;0.066;232.490;22.600;0.000;0.000;17.000
8/11/2010;20:01:00;2.594;0.056;233.440;11.000;0.000;0.000;17.000
8/11/2010;20:02:00;2.604;0.056;233.260;11.000;0.000;0.000;17.000
8/11/2010;20:03:00;2.590;0.056;232.580;11.000;0.000;0.000;18.000
8/11/2010;20:04:00;2.626;0.052;234.500;11.200;0.000;0.000;17.000
8/11/2010;20:05:00;3.038;0.054;234.790;13.200;0.000;0.000;18.000
8/11/2010;20:06:00;2.914;0.052;235.510;12.600;0.000;0.000;17.000
8/11/2010;20:07:00;2.562;0.070;236.950;10.800;0.000;0.000;18.000
8/11/2010;20:08:00;2.350;0.084;235.720;9.800;0.000;0.000;18.000
8/11/2010;20:09:00;2.366;0.082;236.760;10.000;0.000;0.000;18.000
8/11/2010;20:10:00;2.386;0.080;238.010;10.000;0.000;0.000;18.000
8/11/2010;20:11:00;2.400;0.080;238.850;10.000;0.000;0.000;18.000
8/11/2010;20:12:00;2.388;0.080;238.220;10.000;0.000;0.000;18.000
8/11/2010;20:13:00;2.314;0.058;236.710;9.800;0.000;0.000;18.000
8/11/2010;20:14:00;2.310;0.000;236.100;9.800;0.000;0.000;17.000
8/11/2010;20:15:00;2.414;0.136;236.070;10.200;0.000;0.000;18.000
8/11/2010;20:16:00;2.402;0.148;235.440;10.200;0.000;0.000;18.000
8/11/2010;20:17:00;2.424;0.146;235.030;10.200;0.000;0.000;17.000
8/11/2010;20:18:00;4.100;0.132;234.280;18.400;0.000;0.000;18.000
8/11/2010;20:19:00;2.556;0.148;235.720;10.800;0.000;0.000;17.000
8/11/2010;20:20:00;2.458;0.108;234.990;10.400;0.000;0.000;18.000
8/11/2010;20:21:00;2.476;0.102;235.080;10.400;0.000;0.000;17.000
8/11/2010;20:22:00;2.482;0.088;236.310;10.400;0.000;0.000;18.000
8/11/2010;20:23:00;2.434;0.000;236.490;10.200;0.000;0.000;18.000
8/11/2010;20:24:00;2.404;0.000;235.140;10.200;0.000;0.000;17.000
8/11/2010;20:25:00;2.390;0.000;234.300;10.200;0.000;0.000;18.000
8/11/2010;20:26:00;2.458;0.000;234.520;10.400;0.000;0.000;17.000
8/11/2010;20:27:00;2.416;0.000;235.030;10.200;0.000;0.000;18.000
8/11/2010;20:28:00;2.390;0.000;234.700;10.200;0.000;0.000;17.000
8/11/2010;20:29:00;2.420;0.046;235.220;10.200;0.000;0.000;18.000
8/11/2010;20:30:00;2.378;0.138;235.430;10.000;0.000;0.000;18.000
8/11/2010;20:31:00;2.362;0.138;234.530;10.000;0.000;0.000;17.000
8/11/2010;20:32:00;2.370;0.138;234.960;10.000;0.000;0.000;18.000
8/11/2010;20:33:00;2.372;0.138;235.080;10.000;0.000;0.000;17.000
8/11/2010;20:34:00;2.380;0.136;235.570;10.000;0.000;0.000;18.000
8/11/2010;20:35:00;2.370;0.138;235.080;10.000;0.000;0.000;17.000
8/11/2010;20:36:00;2.390;0.136;236.290;10.000;0.000;0.000;18.000
8/11/2010;20:37:00;2.400;0.136;236.750;10.000;0.000;0.000;18.000
8/11/2010;20:38:00;2.420;0.134;237.440;10.200;0.000;0.000;18.000
8/11/2010;20:39:00;2.466;0.134;235.690;10.400;0.000;0.000;18.000
8/11/2010;20:40:00;2.726;0.106;236.300;11.400;0.000;0.000;17.000
8/11/2010;20:41:00;2.772;0.106;235.610;11.800;0.000;0.000;18.000
8/11/2010;20:42:00;2.704;0.122;235.240;11.400;0.000;0.000;18.000
